Open Sans 17px
4256	71	93	21	19	0	5	15	50	
4257	94	112	19	19	0	5	12	50	
4258	217	0	18	22	0	5	12	50	
4259	211	93	20	19	0	5	14	50	
4260	0	135	16	19	0	5	10	50	
4261	157	114	19	19	0	5	13	50	
4262	52	114	19	19	0	5	13	50	
4263	119	92	22	19	0	5	16	50	
4264	175	48	14	21	0	3	8	50	
4265	113	155	16	19	0	5	11	50	
4266	233	93	20	19	0	5	14	50	
4267	143	92	21	19	0	5	15	50	
4268	94	175	16	19	0	5	11	50	
4269	187	25	20	21	0	5	15	50	
4270	115	113	19	19	0	5	13	50	
4271	203	156	16	19	0	5	11	50	
4272	48	93	21	19	0	5	15	50	
4273	40	156	16	19	0	5	11	50	
4274	22	156	16	19	0	5	11	50	
4275	195	0	20	22	0	5	15	50	
4276	166	93	21	19	0	5	15	50	
4277	178	114	18	19	0	5	12	50	
4278	149	156	16	19	0	5	11	50	
4279	185	156	16	19	0	5	11	50	
4280	58	156	16	19	0	5	11	50	
4281	167	156	16	19	0	5	11	50	
4282	4	93	20	19	0	5	14	50	
4283	26	93	20	19	0	5	15	50	
4284	112	176	16	19	0	5	10	50	
4285	75	135	17	19	0	5	11	50	
4286	4	156	16	19	0	5	11	50	
4287	136	113	19	19	0	5	12	50	
4288	189	93	20	19	0	5	14	50	
4289	238	114	16	19	0	5	10	50	
4290	94	133	18	19	0	5	12	50	
4291	131	155	16	19	0	5	10	50	
4292	76	156	16	19	0	5	10	50	
4293	73	114	19	19	0	5	13	50	
4304	147	177	15	17	0	7	9	50	
4305	84	25	15	21	0	3	10	50	
4306	8	50	16	20	0	8	11	50	
4307	105	48	20	20	0	8	14	50	
4308	136	70	15	20	0	8	9	50	
4309	153	70	15	20	0	8	10	50	
4310	239	47	15	21	0	3	9	50	
4311	53	177	20	16	0	8	14	50	
4312	185	177	15	16	0	8	10	50	
4313	204	71	15	20	0	8	9	50	
4314	149	48	24	20	0	8	18	50	
4315	67	25	15	21	0	3	10	50	
4316	207	48	14	21	1	3	10	50	
4317	164	177	19	16	0	8	14	50	
4318	50	27	15	21	0	3	9	50	
4319	33	27	15	21	0	7	10	50	
4320	209	24	20	21	0	3	14	50	
4321	223	47	14	21	1	3	10	50	
4322	99	0	18	23	0	5	12	50	
4323	237	0	16	21	0	7	10	50	
4324	83	48	20	20	0	8	14	50	
4325	0	0	15	25	0	3	10	50	
4326	62	50	19	20	0	8	14	50	
4327	187	71	15	20	0	8	10	50	
4328	135	25	15	21	0	3	9	50	
4329	0	27	14	21	1	3	10	50	
4330	44	50	16	20	0	8	11	50	
4331	16	27	15	21	0	3	10	50	
4332	118	25	15	21	1	3	9	50	
4333	34	0	15	25	0	3	10	50	
4334	191	48	14	21	1	3	10	50	
4335	221	71	15	20	0	8	9	50	
4336	101	25	15	21	0	3	9	50	
4337	152	25	15	21	0	3	9	50	
4338	130	176	15	19	0	8	9	50	
4339	170	71	15	20	0	8	9	50	
4340	17	0	15	25	0	3	9	50	
4341	169	25	16	21	0	3	10	50	
4342	127	48	20	20	0	8	15	50	
4343	238	70	16	20	0	8	10	50	
4344	119	70	15	20	0	8	10	50	
4345	26	50	16	20	0	8	11	50	
4346	239	156	15	19	0	8	9	50	
4347	222	194	13	15	0	9	8	53	
4348	209	194	11	15	0	3	6	50	
11520	34	177	17	16	0	9	11	50	
11521	0	72	17	19	0	9	11	50	
11522	114	134	17	19	0	9	11	50	
11523	221	156	16	19	0	5	11	50	
11524	56	135	17	19	0	9	11	50	
11525	44	72	23	19	0	9	18	50	
11526	12	114	18	19	0	5	12	50	
11527	227	177	23	15	0	9	18	50	
11528	237	194	17	15	0	9	11	50	
11529	176	0	17	23	0	5	11	50	
11530	0	194	23	15	0	9	18	50	
11531	198	114	18	19	0	5	11	50	
11532	152	135	17	19	0	5	12	50	
11533	202	177	23	15	0	9	18	50	
11534	25	195	17	15	0	9	12	50	
11535	76	0	21	23	0	5	15	50	
11536	69	72	23	19	0	5	18	50	
11537	94	154	17	19	0	5	12	50	
11538	228	135	17	19	0	9	11	50	
11539	231	24	23	21	0	7	18	50	
11540	19	72	23	19	0	9	18	50	
11541	51	0	23	23	0	5	17	50	
11542	44	195	17	15	0	9	11	50	
11543	18	135	17	19	0	9	11	50	
11544	37	135	17	19	0	9	11	50	
11545	157	0	17	23	0	5	11	50	
11546	190	135	17	19	0	9	11	50	
11547	32	114	18	19	0	5	11	50	
11548	94	70	23	19	0	9	18	50	
11549	171	135	17	19	0	9	11	50	
11550	209	135	17	19	0	9	12	50	
11551	133	134	17	19	0	9	11	50	
11552	8	177	24	15	0	9	18	50	
11553	138	0	17	23	0	5	11	50	
11554	75	177	17	17	0	7	11	50	
11555	119	0	17	23	0	5	11	50	
11556	218	114	18	19	0	9	12	50	
11557	94	91	23	19	0	5	17	50	
	
