Open Sans 17px
1040	168	92	18	19	0	5	12	123	
1072	52	133	15	16	0	8	10	123	
1041	51	94	16	19	1	5	11	123	
1073	369	50	16	20	0	4	11	123	
1042	452	93	16	19	1	5	11	123	
1074	51	115	16	16	1	8	11	123	
1043	145	112	15	19	1	5	10	123	
1075	0	115	13	16	1	8	8	123	
1044	375	0	19	23	0	5	13	123	
1076	168	47	18	20	0	8	11	123	
1045	0	94	14	19	1	5	10	123	
1077	431	114	16	16	0	8	10	123	
1046	228	72	22	19	0	5	16	123	
1078	69	113	21	16	0	8	15	123	
1047	378	93	17	19	0	5	11	123	
1079	444	132	15	16	0	8	9	123	
1048	19	73	18	19	1	5	14	123	
1080	449	114	16	16	1	8	12	123	
1049	492	25	18	23	1	1	14	123	
1081	243	50	16	20	1	4	12	123	
1050	321	93	17	19	1	5	11	123	
1082	413	114	16	16	1	8	11	123	
1051	128	91	18	19	0	5	13	123	
1083	485	114	16	16	0	8	11	123	
1052	391	72	20	19	1	5	16	123	
1084	291	114	19	16	1	8	14	123	
1053	302	93	17	19	1	5	13	123	
1085	461	132	15	16	1	8	11	123	
1054	476	72	19	19	0	5	14	123	
1086	467	114	16	16	0	8	11	123	
1055	69	92	17	19	1	5	13	123	
1087	410	132	15	16	1	8	11	123	
1056	128	112	15	19	1	5	11	123	
1088	493	50	15	20	1	8	11	123	
1057	434	93	16	19	1	5	11	123	
1089	18	133	15	16	0	8	9	123	
1058	416	93	16	19	0	5	10	123	
1090	495	132	15	16	0	8	9	123	
1059	88	92	18	19	0	5	11	123	
1091	297	50	16	20	0	8	10	123	
1060	347	72	20	19	0	5	15	123	
1092	41	0	20	24	0	4	14	123	
1061	148	91	18	19	0	5	11	123	
1093	69	131	16	16	0	8	10	123	
1062	396	0	18	23	1	5	13	123	
1094	50	49	17	20	1	8	12	123	
1063	226	93	17	19	0	5	12	123	
1095	478	132	15	16	1	8	11	123	
1064	204	72	22	19	1	5	18	123	
1096	178	114	21	16	1	8	16	123	
1065	142	0	24	23	1	5	19	123	
1097	151	25	22	20	1	8	17	123	
1066	108	92	18	19	0	5	12	123	
1098	373	114	18	16	0	8	12	123	
1067	455	72	19	19	1	5	15	123	
1099	312	114	19	16	1	8	14	123	
1068	33	94	16	19	1	5	11	123	
1100	427	132	15	16	1	8	10	123	
1069	0	73	17	19	0	5	11	123	
1101	362	132	14	16	0	8	9	123	
1070	60	71	23	19	1	5	18	123	
1102	269	114	20	16	1	8	15	123	
1071	359	93	17	19	-1	5	11	123	
1103	87	132	15	16	0	8	10	123	
1024	269	25	14	23	1	1	10	123	
1104	207	49	16	20	0	4	10	123	
1025	496	0	14	23	1	1	10	123	
1105	225	50	16	20	0	4	10	123	
1026	39	73	19	19	0	5	14	123	
1106	84	0	16	24	0	4	11	123	
1027	285	25	15	23	1	1	10	123	
1107	1	51	13	20	1	4	8	123	
1028	470	93	16	19	1	5	12	123	
1108	35	133	15	16	0	8	9	123	
1029	16	94	15	19	0	5	9	123	
1109	394	132	14	16	0	8	8	123	
1030	497	72	10	19	1	5	6	123	
1110	85	70	9	20	1	4	5	123	
1031	239	25	13	23	-1	1	6	123	
1111	96	70	13	20	-1	4	5	123	
1032	254	25	13	23	-2	5	6	123	
1112	102	0	12	24	-2	4	5	123	
1033	179	71	23	19	0	5	17	123	
1113	201	114	21	16	0	8	15	123	
1034	276	72	22	19	1	5	17	123	
1114	247	114	20	16	1	8	15	123	
1035	434	72	19	19	0	5	14	123	
1115	279	50	16	20	0	4	11	123	
1036	357	25	17	23	1	1	11	123	
1116	423	50	16	20	1	4	11	123	
1037	456	0	18	23	1	1	14	123	
1117	261	50	16	20	1	4	12	123	
1038	436	0	18	23	0	1	11	123	
1118	23	0	16	25	0	3	10	123	
1039	433	25	17	23	1	5	13	123	
1119	351	50	16	20	1	8	11	123	
1162	0	0	21	27	1	1	16	123	
1163	63	0	19	24	1	4	14	123	
1164	340	93	17	19	0	5	10	123	
1165	405	50	16	20	0	4	10	123	
1166	111	113	15	19	1	5	11	123	
1167	459	50	15	20	1	8	11	123	
1168	199	25	15	22	1	2	10	123	
1169	162	113	14	19	1	5	9	123	
1170	488	93	16	19	0	5	10	123	
1171	378	132	14	16	0	8	8	123	
1172	414	25	17	23	1	5	12	123	
