Open Sans 17px
1329	176	22	18	20	1	5	14	120	
1330	158	91	17	19	1	5	12	120	
1331	65	69	19	19	0	5	12	120	
1332	86	70	19	19	0	5	12	120	
1333	101	91	17	19	1	5	12	120	
1334	120	91	17	19	1	5	12	120	
1335	201	108	16	19	1	5	11	120	
1336	139	91	17	19	1	5	12	120	
1337	47	48	21	19	1	5	15	120	
1338	191	66	19	19	0	5	12	120	
1339	177	88	17	19	1	5	11	120	
1340	114	112	15	19	1	5	9	120	
1341	24	48	21	19	1	5	16	120	
1342	236	87	18	19	1	5	13	120	
1343	165	112	16	19	1	5	12	120	
53	131	112	15	19	0	5	10	123	
52	183	109	16	19	0	5	10	123	
48	219	108	16	19	0	5	10	123	
1344	43	26	17	20	0	5	11	120	
1345	119	26	17	20	1	5	12	120	
1346	107	70	19	19	0	5	12	120	
1347	216	87	18	19	0	5	12	120	
1348	170	67	19	19	1	5	13	120	
1349	63	90	17	19	0	5	12	120	
1350	25	69	18	19	0	5	12	120	
1351	45	69	18	19	0	5	12	120	
1352	25	90	17	19	1	5	12	120	
1353	120	0	17	21	0	5	12	120	
1354	234	66	20	19	0	5	15	120	
1355	5	69	18	19	0	5	12	120	
1356	128	70	19	19	1	5	13	120	
1357	196	87	18	19	1	5	12	120	
1358	149	70	19	19	0	5	12	120	
1359	6	90	17	19	0	5	12	120	
1360	44	90	17	19	1	5	11	120	
1361	237	108	17	19	0	5	12	120	
1362	148	112	15	19	1	5	10	120	
1363	212	66	20	19	0	5	14	120	
1364	82	91	17	19	0	5	12	120	
1365	2	48	20	19	0	5	13	120	
1366	70	48	21	19	0	5	15	120	
1369	30	129	9	11	1	4	6	120	
1370	184	130	10	12	1	5	6	120	
1371	41	129	12	10	0	3	5	120	
1372	196	130	13	12	0	1	6	120	
1373	16	129	12	11	-1	2	5	120	
1374	211	129	14	12	0	2	8	120	
1375	0	129	14	11	0	2	8	120	
1377	70	112	20	16	1	8	16	120	
1378	239	44	15	20	1	8	11	120	
1379	236	22	18	20	0	8	12	120	
1380	138	23	17	20	1	8	12	120	
1381	222	44	15	20	1	4	11	120	
1382	202	0	18	20	0	8	11	120	
1383	171	44	15	20	1	4	10	120	
1384	154	45	15	20	1	8	11	120	
1385	222	0	18	20	1	8	13	120	
1386	182	0	18	20	0	4	12	120	
1387	103	0	15	24	1	4	11	120	
1388	242	0	12	20	1	8	5	120	
1389	0	0	21	24	1	4	17	120	
1390	81	26	17	20	0	4	11	120	
1391	86	0	15	24	1	4	11	120	
1392	137	48	15	20	1	4	11	120	
1393	7	26	16	20	0	4	10	120	
1394	62	26	17	20	1	8	11	120	
1395	188	44	15	20	1	4	11	120	
1396	100	26	17	20	1	4	11	120	
1397	93	48	11	20	-1	8	5	120	
1398	196	22	18	20	-2	4	11	120	
1399	121	48	14	20	0	8	8	120	
1400	16	111	15	16	1	8	11	120	
1401	106	48	13	20	0	8	6	120	
1402	139	0	20	20	1	8	16	120	
1403	25	26	16	20	0	8	10	120	
1404	33	111	16	16	1	8	11	120	
1405	239	129	15	16	1	8	11	120	
1406	67	0	17	24	1	4	11	120	
1407	92	112	20	16	1	8	16	120	
1408	205	44	15	20	1	8	11	120	
1409	157	22	17	20	0	8	11	120	
1410	0	111	14	16	1	8	8	120	
1411	45	0	20	24	1	4	16	120	
1412	216	22	18	20	-1	8	11	120	
1413	51	111	17	16	0	8	11	120	
1414	23	0	20	24	0	4	14	120	
1415	161	0	19	20	1	4	14	120	
1417	227	129	10	16	1	8	6	123	
1418	55	129	12	10	0	11	6	120	
	
