64 32
32,0.25800000000000001,0,0,0,0,0,0,0,0
33,0.22500000000000001,-0.18437500000000004,-0.25156250000000002,0.40937499999999999,0.95156249999999998,396.5,322.5,434.5,399.5
34,0.34000000000000002,-0.18938690476190478,0.25743749999999999,0.52936309523809522,0.96056249999999999,1213.5,894.5,1259.5,939.5
35,0.70100000000000007,-0.20418749999999999,-0.21549999999999994,0.90518750000000003,0.90949999999999998,882.5,172.5,953.5,244.5
36,0.59599999999999997,-0.21031249999999996,-0.35312499999999997,0.80531249999999999,1.0531250000000001,372.5,1070.5,437.5,1160.5
37,0.74099999999999999,-0.19931249999999995,-0.25987499999999997,0.9413125,0.95887500000000003,127.5,400.5,200.5,478.5
38,0.67400000000000004,-0.19287499999999996,-0.26718750000000002,0.90087499999999998,0.96718749999999998,533.5,558.5,603.5,637.5
39,0.20700000000000002,-0.19338690476190479,0.25743749999999999,0.40036309523809521,0.96056249999999999,711.5,55.5,749.5,100.5
40,0.31900000000000001,-0.18818750000000001,-0.41025,0.54618750000000005,1.02725,219.5,1171.5,266.5,1263.5
41,0.31900000000000001,-0.22718750000000001,-0.41025,0.50718750000000001,1.02725,266.5,1171.5,313.5,1263.5
42,0.44600000000000001,-0.19106249999999994,0.16864999999999999,0.63706249999999998,0.98114999999999997,364.5,48.5,417.5,100.5
43,0.628,-0.20943749999999997,-0.22343749999999998,0.83743750000000006,0.82343750000000004,1073.5,177.5,1140.5,244.5
44,0.23700000000000002,-0.19381249999999997,-0.32693749999999999,0.4155625,0.34493750000000001,809.5,57.5,848.5,100.5
45,0.48699999999999999,-0.17837500000000003,0.018750000000000031,0.66537500000000005,0.58125000000000004,72.5,1.5,126.5,37.5
46,0.23800000000000002,-0.177375,-0.25037500000000001,0.416375,0.34337499999999999,993.5,62.5,1031.5,100.5
47,0.45900000000000002,-0.22312500000000002,-0.33649999999999997,0.68312499999999998,1.0385,1155.5,892.5,1213.5,980.5
